,recipe_name,prep_time,cook_time,total_time,servings,yield,ingredients,directions,rating,url,cuisine_path,nutrition,timing,img_src
616,Banana Chocolate Chip Cake,15 mins,30 mins,45 mins,24,1 9x13-inch cake,"1 ½ cups all-purpose flour, ⅔ cup white sugar, 1 ½ teaspoons baking powder, ¼ teaspoon salt, 1 cup mashed bananas, ½ cup unsalted butter, melted, ¼ cup milk, 1 large egg, ¾ cup semisweet chocolate chips","Preheat the oven to 350 degrees F (175 degrees C). Grease and flour a 9x13-inch baking dish.
Mix flour, sugar, baking powder, and salt in a large bowl. Whisk together bananas, melted butter, milk, and egg in a medium bowl. Stir banana mixture into flour mixture until just blended. Stir in chocolate chips. Pour batter into the prepared baking dish.
Bake in the preheated oven until a toothpick inserted into the center of cake comes out clean with no crumbs (melted chocolate on the toothpick is fine), 30 to 35 minutes.",4.5,https://www.allrecipes.com/recipe/8302/banana-chocolate-chip-cake/,/Desserts/Fruit Desserts/Banana Dessert Recipes/,"Total Fat 6g 7%, Saturated Fat 4g 18%, Cholesterol 18mg 6%, Sodium 60mg 3%, Total Carbohydrate 17g 6%, Dietary Fiber 1g 3%, Total Sugars 10g, Protein 2g, Vitamin C 1mg 4%, Calcium 26mg 2%, Iron 1mg 3%, Potassium 69mg 1%","Prep Time: 15 mins, Cook Time: 30 mins, Total Time: 45 mins, Servings: 24, Yield: 1 9x13-inch cake",https://www.allrecipes.com/thmb/RTMODXZLfuMIsrKDG-6KhKaqiLg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/424473-22c55a16c6b04c878c017342f0221dc2.jpg
617,Hearty Breakfast Muffins,20 mins,20 mins,50 mins,12,12 muffins,"2  carrots, shredded, 2  bananas, mashed, 1  zucchini, shredded, ¼ cup vegetable oil, ¼ cup yogurt, 2  eggs, 1 cup whole wheat flour, 1 ½ teaspoons baking soda, ½ cup packed brown sugar, ½ cup rolled oats, ½ cup shredded coconut, ½ cup chopped pecans, ½ cup dried cherries, 1 teaspoon ground cinnamon, 1 teaspoon salt, ½ teaspoon ground ginger","Preheat the oven to 375 degrees F (190 degrees C). Grease 12 muffin cups or line with paper liners.
Mix carrots, banana, zucchini, vegetable oil, yogurt, and eggs together in a large bowl until well combined.
Whisk flour and baking soda together in a separate bowl. Mix brown sugar, oats, coconut, pecans, cherries, cinnamon, salt, and ginger into flour mixture until all ingredients are coated in flour. Stir banana mixture into flour mixture until just combined. Spoon batter into the prepared muffin cups, filling each 2/3 full.
Bake in the preheated oven until tops spring back when lightly pressed, about 18 to 22 minutes. Cool in the tin for 10 minutes. Transfer to a wire rack to cool completely.",4.7,https://www.allrecipes.com/recipe/231643/hearty-breakfast-muffins/,/Bread/Quick Bread Recipes/Zucchini Bread Recipes/,"Total Fat 10g 13%, Saturated Fat 2g 11%, Cholesterol 31mg 10%, Sodium 388mg 17%, Total Carbohydrate 32g 12%, Dietary Fiber 4g 14%, Total Sugars 17g, Protein 5g, Vitamin C 5mg 26%, Calcium 42mg 3%, Iron 1mg 6%, Potassium 265mg 6%","Prep Time: 20 mins, Cook Time: 20 mins, Additional Time: 10 mins, Total Time: 50 mins, Servings: 12, Yield: 12 muffins",https://www.allrecipes.com/thmb/NDB8nUta9ypFnDk_z5N-0qx4LwE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7399706-hearty-breakfast-muffins-den-den-4x3-1-883a377549ad401597990e4f405d9515.jpg
618,Bob's Stuffed Banana Peppers,30 mins,1 hrs 30 mins,2 hrs,8,8 stuffed peppers,"8  banana peppers, 2 tablespoons butter, ½ cup chopped onion, ½ cup chopped celery, 1 (28 ounce) can crushed tomatoes, 1 (8 ounce) can tomato sauce, 2 cloves garlic, minced, 2 ½ teaspoons salt, divided, 1 teaspoon dried basil, 1 teaspoon dried oregano, ½ teaspoon ground black pepper, divided, ½ cup grated Parmesan cheese, 1 large egg, 1 teaspoon Worcestershire sauce, 1 pound hot Italian sausage, 1 pound mild Italian sausage, 1 ½ cups bread crumbs","Cut off the tops of peppers. Remove ribs and seeds; rinse peppers. Chop edible portion of the tops; set aside.
Bring a large pot of salted water to a boil. Add peppers, reduce heat, and simmer until tender but still firm, about 5 minutes. Drain and set aside.
Heat butter in a medium skillet over medium heat. Sauté reserved chopped pepper, onion, and celery in hot butter until tender, 3 to 5 minutes. Stir in crushed tomatoes, tomato sauce, and garlic. Season with 1 1/2 teaspoons salt, basil, oregano, and 1/4 teaspoon black pepper. Simmer uncovered for 10 minutes.
Preheat the oven to 350 degrees F (175 degrees C).
Meanwhile, combine Parmesan cheese, egg, Worcestershire sauce, 1 remaining teaspoon salt, and remaining 1/4 teaspoon black pepper in a large bowl. Mix in hot sausage, mild sausage, bread crumbs, and 1 cup tomato sauce mixture until well combined.
Fill each pepper with sausage mixture using a piping bag or sausage stuffer. Place in a 3-quart casserole dish; pour remaining tomato sauce mixture over peppers.
Bake uncovered in the preheated oven until sauce is bubbly and sausage is cooked through, about 1 hour. An instant-read thermometer inserted into the filling should read at least 160 degrees F (72 degrees C).",4.6,https://www.allrecipes.com/recipe/23074/bobs-stuffed-banana-peppers/,/Cuisine/European/Italian/,"Total Fat 43g 54%, Saturated Fat 16g 81%, Cholesterol 123mg 41%, Sodium 2125mg 92%, Total Carbohydrate 29g 10%, Dietary Fiber 5g 19%, Total Sugars 4g, Protein 25g, Vitamin C 53mg 264%, Calcium 189mg 15%, Iron 5mg 25%, Potassium 893mg 19%","Prep Time: 30 mins, Cook Time: 1 hrs 30 mins, Total Time: 2 hrs, Servings: 8, Yield: 8 stuffed peppers",https://www.allrecipes.com/thmb/eLnIkpjhk2ZiYlLBwcnOm0M44sk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/105546-9d6a9f756d1a4189b87e9a06973edc76.jpg
619,Easy Kids' Recipe for Fluffy Banana Cookies,10 mins,15 mins,25 mins,12,1 9x13-inch baking sheet,"2  ripe bananas, mashed, or more to taste, 1 ½ cups all-purpose flour, ½ cup white sugar, or more to taste, ¼ cup butter, melted, ¼ cup chopped walnuts (Optional), 1  egg, 1 teaspoon baking soda, ¼ teaspoon salt, 1 tablespoon white sugar","Preheat oven to 325 degrees F (165 degrees C). Line a baking sheet with parchment paper.
Place bananas, flour, 1/2 cup sugar, butter, walnuts, egg, baking soda, and salt in a bowl. Mix until well combined. Drop 3 tablespoonfuls of dough 2 to 3 inches apart onto baking sheet. Sprinkle 1 tablespoon sugar on top.
Bake in the preheated oven until golden brown and edges are set, 15 to 20 minutes.",4.8,https://www.allrecipes.com/recipe/258838/easy-kids-recipe-for-fluffy-banana-cookies/,/Desserts/Fruit Desserts/Banana Dessert Recipes/,"Total Fat 6g 8%, Saturated Fat 3g 14%, Cholesterol 24mg 8%, Sodium 186mg 8%, Total Carbohydrate 26g 10%, Dietary Fiber 1g 4%, Total Sugars 12g, Protein 3g, Vitamin C 2mg 9%, Calcium 9mg 1%, Iron 1mg 5%, Potassium 104mg 2%","Prep Time: 10 mins, Cook Time: 15 mins, Total Time: 25 mins, Servings: 12, Yield: 1 9x13-inch baking sheet",https://www.allrecipes.com/thmb/gQNz6ueIcUjLdOHYLeY5D8Oe61s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5416225-7bec631fefb7493395bc541d649bc96a.jpg
620,Easy Mango Banana Smoothie,10 mins,,10 mins,8,,"2  mangos - peeled, seeded, and sliced, 2  bananas, 2 cups vanilla yogurt, 2 cups milk","Combine mangos, banana, vanilla yogurt, and milk in a blender; blend until smooth.",4.5,https://www.allrecipes.com/recipe/231851/easy-mango-banana-smoothie/,/Drinks Recipes/Smoothie Recipes/Mango/,"Total Fat 2g 3%, Saturated Fat 1g 7%, Cholesterol 8mg 3%, Sodium 67mg 3%, Total Carbohydrate 24g 9%, Dietary Fiber 1g 5%, Total Sugars 21g, Protein 6g, Vitamin C 14mg 68%, Calcium 181mg 14%, Iron 0mg 1%, Potassium 390mg 8%","Prep Time: 10 mins, Total Time: 10 mins, Servings: 8",https://www.allrecipes.com/thmb/kxoD3dghe_cR58zI2pccBfAe-Dk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6236089-780238d875594b00871a5cbbd37a8a36.jpg
621,Strawberry Banana Protein Smoothie,10 mins,,10 mins,1,,"1 ¼ cups sliced fresh strawberries, 1  banana, 10  whole almonds, 2 tablespoons water, 1 cup ice cubes, 3 tablespoons chocolate flavored protein powder","Place strawberries, banana, almonds, and water into a blender; blend to combine. Add ice cubes and puree until smooth. Add protein powder and mix until evenly incorporated, about 30 seconds.",4.7,https://www.allrecipes.com/recipe/160708/strawberry-banana-protein-smoothie/,/Breakfast and Brunch/Drinks/,"Total Fat 8g 10%, Saturated Fat 1g 4%, Sodium 195mg 8%, Total Carbohydrate 53g 19%, Dietary Fiber 10g 36%, Total Sugars 25g, Protein 21g, Vitamin C 132mg 662%, Calcium 200mg 15%, Iron 14mg 78%, Potassium 936mg 20%","Prep Time: 10 mins, Total Time: 10 mins, Servings: 1",https://www.allrecipes.com/thmb/OO3ZPO_khw2J0PLTojgOY6bM4T8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/404644-strawberry-banana-protein-smoothie-Alberta-Rose-4x3-1-8c15bbb36b964fe3a3fda4a52f5cd546.jpg
622,Baked Banana Chips,10 mins,2 hrs,2 hrs 15 mins,2,,"2  just-ripe bananas, sliced in 1/10-inch-thick rounds, or more as needed, 1 teaspoon lemon juice, or to taste","Preheat the oven to 225 degrees F (110 degrees C). Line a baking sheet with parchment paper.
Spread banana slices out onto the prepared baking sheet, making sure slices are not touching. Brush with lemon juice.
Bake in the preheated oven for 90 minutes. Check bananas, lifting slices up to separate from the paper once or twice. Continue baking until bananas are dried out, 30 to 90 minutes more.
Let bananas cool until crispy, at least 5 minutes.",2.3,https://www.allrecipes.com/recipe/261342/baked-banana-chips/,/Appetizers and Snacks/Snacks/Snack Chip Recipes/,"Total Fat 0g 1%, Saturated Fat 0g 1%, Sodium 1mg 0%, Total Carbohydrate 27g 10%, Dietary Fiber 3g 11%, Total Sugars 15g, Protein 1g, Vitamin C 12mg 58%, Calcium 6mg 0%, Iron 0mg 2%, Potassium 426mg 9%","Prep Time: 10 mins, Cook Time: 2 hrs, Additional Time: 5 mins, Total Time: 2 hrs 15 mins, Servings: 2",https://www.allrecipes.com/thmb/oku5II_Qq44jrHy3xNvd4hmTvk8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4577553-a46106cf85c44818872e34ccf241fbda.jpg
623,Porridge,5 mins,10 mins,15 mins,4,,"2 ½ cups water, 1 cup rolled oats, 1 tablespoon white sugar, 1 teaspoon salt, 2  bananas, sliced, 1 pinch ground cinnamon, ½ cup cold milk (Optional)","Combine water, oats, sugar, and salt in a saucepan. Add bananas and cinnamon. Bring to a boil, then reduce heat to low, and simmer until the liquid has been absorbed, stirring frequently.
Pour into bowls, and top each with a splash of cold milk.",3.7,https://www.allrecipes.com/recipe/73155/porridge/,/Breakfast and Brunch/Cereals/Oatmeal Recipes/,"Total Fat 2g 3%, Saturated Fat 1g 4%, Cholesterol 2mg 1%, Sodium 600mg 26%, Total Carbohydrate 32g 12%, Dietary Fiber 4g 13%, Total Sugars 12g, Protein 4g, Vitamin C 5mg 26%, Calcium 57mg 4%, Iron 1mg 6%, Potassium 333mg 7%","Prep Time: 5 mins, Cook Time: 10 mins, Total Time: 15 mins, Servings: 4",https://www.allrecipes.com/thmb/iSRth631r0KKaOK6b0Apu-h-lVw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Porridge-2000-17e03710414c47319d080ba4e72b6d74.jpg
624,Brown Sugar Banana Bread,15 mins,40 mins,55 mins,8,1 9x5-inch loaf,"4  ripe bananas, cut into chunks, 1 ¼ cups light brown sugar, ½ cup butter, softened, 1  egg, 1 teaspoon cinnamon, 1 teaspoon vanilla extract, ¼ cup whole milk, 2 cups all-purpose flour, ½ teaspoon baking soda, 1 teaspoon baking powder, ½ teaspoon kosher salt","Preheat oven to 350 degrees F (175 degrees C). Grease a 9x5-inch loaf pan.
Place the bananas into a large plastic zipper bag, seal the bag, and smoosh the bananas with your fingers until very well mashed. Set the bananas aside. Place the brown sugar and butter into a mixing bowl, and mix on medium speed with an electric mixer until light and fluffy, 1 to 2 minutes. Cut a corner from the plastic bag, and squeeze the mashed bananas into the bowl of brown sugar mixture. With the electric mixer on medium speed, beat in the bananas, egg, cinnamon, vanilla extract, and milk until the mixture is well combined. Switch the mixer to low speed, and gradually beat in the flour, baking soda, baking powder, and kosher salt just until the batter is smooth, about 1 minute. Spread the batter into the prepared loaf pan.
Bake in the preheated oven until the bread is set and lightly browned on top, about 40 minutes. A toothpick inserted into the center of the loaf should come out clean.









",4.5,https://www.allrecipes.com/recipe/214581/brown-sugar-banana-bread/,/Breakfast and Brunch/Breakfast Bread Recipes/,"Total Fat 13g 17%, Saturated Fat 8g 39%, Cholesterol 55mg 18%, Sodium 364mg 16%, Total Carbohydrate 72g 26%, Dietary Fiber 3g 9%, Total Sugars 41g, Protein 5g, Vitamin C 5mg 26%, Calcium 88mg 7%, Iron 2mg 12%, Potassium 315mg 7%","Prep Time: 15 mins, Cook Time: 40 mins, Total Time: 55 mins, Servings: 8, Yield: 1 9x5-inch loaf",https://www.allrecipes.com/thmb/3pf8yq4S9miY7dA1fg1m0kgbSgE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7843571-d8fee443115d437b88c2242cfa85d17a.jpg
625,Hummingbird Cake,20 mins,1 hrs,1 hrs 20 mins,15,2 9-inch cake pans,"3 cups all-purpose flour, 2 cups white sugar, 1 teaspoon baking soda, 1 teaspoon salt, 2 cups mashed bananas, 1 ½ cups canola oil, 1 cup chopped black walnuts, 1 (8 ounce) can crushed pineapple, drained, 3 large eggs","Preheat the oven to 350 degrees F (175 degrees C). Grease and flour two 9-inch cake pans.
Make cake: Sift together flour, sugar, baking soda, and salt in a large bowl. Combine bananas, oil, walnuts, pineapple, and eggs in another large bowl; mix well. Stir flour mixture into banana mixture until combined. Pour batter into the prepared pans.
Bake in the preheated oven until a toothpick inserted into the center of each pan comes out clean, about 1 hour. Allow cakes to cool on wire racks.
Meanwhile, make frosting: Beat together confectioners' sugar, cream cheese, butter, and vanilla in a medium bowl until smooth.
Evenly spread frosting on the middle, sides, and top of cooled cake.











Danielle K.
",4.6,https://www.allrecipes.com/recipe/15750/hummingbird-cake/,/Desserts/Fruit Desserts/Banana Dessert Recipes/,"Total Fat 40g 51%, Saturated Fat 10g 48%, Cholesterol 70mg 23%, Sodium 342mg 15%, Total Carbohydrate 86g 31%, Dietary Fiber 2g 8%, Total Sugars 62g, Protein 7g, Vitamin C 4mg 21%, Calcium 32mg 2%, Iron 2mg 11%, Potassium 231mg 5%","Prep Time: 20 mins, Cook Time: 1 hrs, Total Time: 1 hrs 20 mins, Servings: 15, Yield: 2 9-inch cake pans",https://www.allrecipes.com/thmb/OaZzSPGafAyhxtW4vFmP1mP6buQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9235106-hummingbird-cake-Danielle-K.-1x1-1-c854bd818da74bd0a0b11f456db8b4d6.jpg
626,Clean Banana Oat Cookies,10 mins,15 mins,25 mins,12,12 cookies,"2  bananas, mashed, ¼ cup milk, 1 large egg, beaten, 1 teaspoon honey, ½ teaspoon vanilla extract, 1 cup rolled oats, or as needed, 1 teaspoon ground cinnamon, ½ teaspoon baking powder, ⅛ teaspoon salt","Preheat the oven to 350 degrees F (175 degrees C). Line a baking sheet with parchment paper.
Mix together mashed bananas, milk, egg, honey, and vanilla in a bowl. Stir in oats, cinnamon, baking powder, and salt until well combined. Add more oats if the batter is too runny.
Spoon mounds of batter a few inches apart onto the prepared baking sheet.
Bake in the preheated oven until the tops look dry and edges are golden, about 15 minutes.









",3.9,https://www.allrecipes.com/recipe/254832/clean-banana-oat-cookies/,/Breakfast and Brunch/,"Total Fat 1g 1%, Saturated Fat 0g 2%, Cholesterol 16mg 5%, Sodium 53mg 2%, Total Carbohydrate 10g 4%, Dietary Fiber 1g 5%, Total Sugars 3g, Protein 2g, Vitamin C 2mg 9%, Calcium 26mg 2%, Iron 1mg 3%, Potassium 110mg 2%","Prep Time: 10 mins, Cook Time: 15 mins, Total Time: 25 mins, Servings: 12, Yield: 12 cookies",https://www.allrecipes.com/thmb/_MvmtpkIScwqPk3eyIJzIb_Te1Q=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5046807-ec2948bea4034d68ac88bac04e9b8e8d.jpg
627,Quick Banana Milkshake (Ice Cream Free),5 mins,,5 mins,2,,"3  ice cubes, 1 cup milk, 1  banana, 1 tablespoon white sugar, or to taste, 1 pinch ground cinnamon","Combine ice, milk, banana, sugar, and cinnamon in a blender; blend until smooth.",4.6,https://www.allrecipes.com/recipe/231180/quick-banana-milkshake-ice-cream-free/,/Drinks Recipes/Shakes and Floats Recipes/,"Total Fat 3g 3%, Saturated Fat 2g 8%, Cholesterol 10mg 3%, Sodium 52mg 2%, Total Carbohydrate 26g 9%, Dietary Fiber 2g 6%, Total Sugars 19g, Protein 5g, Vitamin C 5mg 27%, Calcium 152mg 12%, Iron 0mg 1%, Potassium 397mg 8%","Prep Time: 5 mins, Total Time: 5 mins, Servings: 2",https://www.allrecipes.com/thmb/ZZYTaR6pAEhEngIV1LWT4zpJ_vM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/231180-Quick-Banana-Milkshake-4x3-0412-a0d3b2f7ed424e30b034f2843db909c8.jpg
628,Banana Bran Muffins,10 mins,20 mins,35 mins,12,12 muffins,"½ cup butter, softened, ½ cup brown sugar, 3  bananas, mashed, 2 large eggs, ¼ cup milk, 1 teaspoon vanilla extract, 1 ½ cups all-purpose flour, ½ cup wheat bran, 1 teaspoon baking powder, 1 teaspoon baking soda, ¼ teaspoon salt, ½ cup chopped walnuts","Preheat the oven to 375 degrees F (190 degrees C). Grease a muffin pan or line with paper liners.
Cream together butter and brown sugar in a large bowl with an electric mixer on medium speed until fluffy. Add mashed bananas, eggs, milk, and vanilla; mix well. Stir in flour, bran, baking powder, baking soda, and salt; blend just until moistened. Stir in walnuts. Pour batter into the prepared muffin cups.
Bake in the preheated oven until a toothpick inserted into the center of a muffin comes out clean, 20 to 25 minutes. Cool muffins in the pan for 5 minutes, then transfer to a wire rack to cool completely.",4.7,https://www.allrecipes.com/recipe/16666/banana-bran-muffins/,/Bread/Quick Bread Recipes/Fruit Bread Recipes/Banana Bread/,"Total Fat 12g 16%, Saturated Fat 6g 28%, Cholesterol 52mg 17%, Sodium 266mg 12%, Total Carbohydrate 30g 11%, Dietary Fiber 3g 9%, Total Sugars 13g, Protein 4g, Vitamin C 3mg 13%, Calcium 53mg 4%, Iron 2mg 8%, Potassium 207mg 4%","Prep Time: 10 mins, Cook Time: 20 mins, Additional Time: 5 mins, Total Time: 35 mins, Servings: 12, Yield: 12 muffins",https://www.allrecipes.com/thmb/NR8GlWNGGLY01mTcehtqqHlk0XI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/12745-b4c7e337fa5c43168aa902872c9eda93.jpg
629,Strawberry Orange Banana Smoothie,5 mins,,5 mins,1,,"1 cup fresh strawberries, ¾ cup orange juice, 1  ripe banana, 1 cup ice cubes, or as needed","Blend strawberries, orange juice, banana, and ice in a blender until smooth and frothy.",4.5,https://www.allrecipes.com/recipe/215163/strawberry-orange-banana-smoothie/,/Drinks Recipes/Smoothie Recipes/Strawberry/,"Total Fat 1g 2%, Saturated Fat 0g 1%, Sodium 8mg 0%, Total Carbohydrate 58g 21%, Dietary Fiber 7g 23%, Total Sugars 38g, Protein 4g, Vitamin C 194mg 971%, Calcium 55mg 4%, Iron 1mg 7%, Potassium 1032mg 22%","Prep Time: 5 mins, Total Time: 5 mins, Servings: 1",https://www.allrecipes.com/thmb/Hu0ENnOtLbhzskFxtlsEkkPoDNg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3926318-ee7aaacd2b3244b1a1efcc57361b32b7.jpg
